id,BRAND,CHOICE,FASH,QUAL,PRICE,PRICESQ,ASC4,MALE,AGE25,AGE39,AGE40             
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,1,1,1,.1200000,.0144000,0,0,0,0,1   
3,2,0,0,1,.1200000,.0144000,0,0,0,0,1   
3,3,0,1,0,.1200000,.0144000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,0,0,1,.0800000,.0064000,0,0,0,0,1   
3,2,1,1,1,.2000000,.0400000,0,0,0,0,1   
3,3,0,1,0,.0800000,.0064000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,1,0,0,.0800000,.0064000,0,0,0,0,1   
3,2,0,0,1,.1600000,.0256000,0,0,0,0,1   
3,3,0,1,1,.2000000,.0400000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,1,0,0,.0400000,.0016000,0,0,0,0,1   
3,2,0,1,0,.1200000,.0144000,0,0,0,0,1   
3,3,0,1,0,.0800000,.0064000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,0,0,0,.0800000,.0064000,0,0,0,0,1   
3,2,1,0,1,.1200000,.0144000,0,0,0,0,1   
3,3,0,1,0,.0800000,.0064000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,0,1,1,.2000000,.0400000,0,0,0,0,1   
3,2,0,0,0,.0800000,.0064000,0,0,0,0,1   
3,3,1,0,1,.0800000,.0064000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
3,1,1,0,1,.0800000,.0064000,0,0,0,0,1   
3,2,0,1,0,.1200000,.0144000,0,0,0,0,1   
3,3,0,0,0,.0400000,.0016000,0,0,0,0,1   
3,4,0,0,0,0,0,1,0,0,0,1                 
4,1,0,0,0,.1200000,.0144000,0,1,0,0,1   
4,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
4,3,1,0,1,.0800000,.0064000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,0,1,1,.1200000,.0144000,0,1,0,0,1   
4,2,0,0,1,.1200000,.0144000,0,1,0,0,1   
4,3,0,1,0,.1200000,.0144000,0,1,0,0,1   
4,4,1,0,0,0,0,1,1,0,0,1                 
4,1,1,0,1,.0800000,.0064000,0,1,0,0,1   
4,2,0,1,1,.2000000,.0400000,0,1,0,0,1   
4,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,0,0,0,.0800000,.0064000,0,1,0,0,1   
4,2,1,0,1,.1600000,.0256000,0,1,0,0,1   
4,3,0,1,1,.2000000,.0400000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,1,0,0,.0400000,.0016000,0,1,0,0,1   
4,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
4,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,0,0,0,.0800000,.0064000,0,1,0,0,1   
4,2,1,0,1,.1200000,.0144000,0,1,0,0,1   
4,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,1,1,1,.2000000,.0400000,0,1,0,0,1   
4,2,0,0,0,.0800000,.0064000,0,1,0,0,1   
4,3,0,0,1,.0800000,.0064000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
4,1,1,0,1,.0800000,.0064000,0,1,0,0,1   
4,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
4,3,0,0,0,.0400000,.0016000,0,1,0,0,1   
4,4,0,0,0,0,0,1,1,0,0,1                 
5,1,0,0,0,.1200000,.0144000,0,1,0,0,1   
5,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
5,3,1,0,1,.0800000,.0064000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,1,1,1,.1200000,.0144000,0,1,0,0,1   
5,2,0,0,1,.1200000,.0144000,0,1,0,0,1   
5,3,0,1,0,.1200000,.0144000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,1,0,1,.0800000,.0064000,0,1,0,0,1   
5,2,0,1,1,.2000000,.0400000,0,1,0,0,1   
5,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,0,0,0,.0800000,.0064000,0,1,0,0,1   
5,2,0,0,1,.1600000,.0256000,0,1,0,0,1   
5,3,1,1,1,.2000000,.0400000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,0,0,0,.0400000,.0016000,0,1,0,0,1   
5,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
5,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
5,4,1,0,0,0,0,1,1,0,0,1                 
5,1,0,0,0,.0800000,.0064000,0,1,0,0,1   
5,2,1,0,1,.1200000,.0144000,0,1,0,0,1   
5,3,0,1,0,.0800000,.0064000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,0,1,1,.2000000,.0400000,0,1,0,0,1   
5,2,0,0,0,.0800000,.0064000,0,1,0,0,1   
5,3,1,0,1,.0800000,.0064000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
5,1,1,0,1,.0800000,.0064000,0,1,0,0,1   
5,2,0,1,0,.1200000,.0144000,0,1,0,0,1   
5,3,0,0,0,.0400000,.0016000,0,1,0,0,1   
5,4,0,0,0,0,0,1,1,0,0,1                 
6,1,0,0,0,.1200000,.0144000,0,0,1,0,0   
6,2,1,1,0,.1200000,.0144000,0,0,1,0,0   
6,3,0,0,1,.0800000,.0064000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,0,1,1,.1200000,.0144000,0,0,1,0,0   
6,2,0,0,1,.1200000,.0144000,0,0,1,0,0   
6,3,1,1,0,.1200000,.0144000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,1,0,1,.0800000,.0064000,0,0,1,0,0   
6,2,0,1,1,.2000000,.0400000,0,0,1,0,0   
6,3,0,1,0,.0800000,.0064000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,0,0,0,.0800000,.0064000,0,0,1,0,0   
6,2,0,0,1,.1600000,.0256000,0,0,1,0,0   
6,3,1,1,1,.2000000,.0400000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,0,0,0,.0400000,.0016000,0,0,1,0,0   
6,2,0,1,0,.1200000,.0144000,0,0,1,0,0   
6,3,1,1,0,.0800000,.0064000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,0,0,0,.0800000,.0064000,0,0,1,0,0   
6,2,0,0,1,.1200000,.0144000,0,0,1,0,0   
6,3,0,1,0,.0800000,.0064000,0,0,1,0,0   
6,4,1,0,0,0,0,1,0,1,0,0                 
6,1,0,1,1,.2000000,.0400000,0,0,1,0,0   
6,2,1,0,0,.0800000,.0064000,0,0,1,0,0   
6,3,0,0,1,.0800000,.0064000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
6,1,0,0,1,.0800000,.0064000,0,0,1,0,0   
6,2,1,1,0,.1200000,.0144000,0,0,1,0,0   
6,3,0,0,0,.0400000,.0016000,0,0,1,0,0   
6,4,0,0,0,0,0,1,0,1,0,0                 
7,1,0,0,0,.1200000,.0144000,0,1,0,1,0   
7,2,0,1,0,.1200000,.0144000,0,1,0,1,0   
7,3,1,0,1,.0800000,.0064000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,1,1,1,.1200000,.0144000,0,1,0,1,0   
7,2,0,0,1,.1200000,.0144000,0,1,0,1,0   
7,3,0,1,0,.1200000,.0144000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,1,0,1,.0800000,.0064000,0,1,0,1,0   
7,2,0,1,1,.2000000,.0400000,0,1,0,1,0   
7,3,0,1,0,.0800000,.0064000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,0,0,0,.0800000,.0064000,0,1,0,1,0   
7,2,0,0,1,.1600000,.0256000,0,1,0,1,0   
7,3,0,1,1,.2000000,.0400000,0,1,0,1,0   
7,4,1,0,0,0,0,1,1,0,1,0                 
7,1,0,0,0,.0400000,.0016000,0,1,0,1,0   
7,2,1,1,0,.1200000,.0144000,0,1,0,1,0   
7,3,0,1,0,.0800000,.0064000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,0,0,0,.0800000,.0064000,0,1,0,1,0   
7,2,1,0,1,.1200000,.0144000,0,1,0,1,0   
7,3,0,1,0,.0800000,.0064000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,0,1,1,.2000000,.0400000,0,1,0,1,0   
7,2,0,0,0,.0800000,.0064000,0,1,0,1,0   
7,3,1,0,1,.0800000,.0064000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
7,1,1,0,1,.0800000,.0064000,0,1,0,1,0   
7,2,0,1,0,.1200000,.0144000,0,1,0,1,0   
7,3,0,0,0,.0400000,.0016000,0,1,0,1,0   
7,4,0,0,0,0,0,1,1,0,1,0                 
8,1,0,0,0,.1200000,.0144000,0,0,1,0,0   
8,2,0,1,0,.1200000,.0144000,0,0,1,0,0   
8,3,1,0,1,.0800000,.0064000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,0,1,1,.1200000,.0144000,0,0,1,0,0   
8,2,0,0,1,.1200000,.0144000,0,0,1,0,0   
8,3,0,1,0,.1200000,.0144000,0,0,1,0,0   
8,4,1,0,0,0,0,1,0,1,0,0                 
8,1,1,0,1,.0800000,.0064000,0,0,1,0,0   
8,2,0,1,1,.2000000,.0400000,0,0,1,0,0   
8,3,0,1,0,.0800000,.0064000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,0,0,0,.0800000,.0064000,0,0,1,0,0   
8,2,1,0,1,.1600000,.0256000,0,0,1,0,0   
8,3,0,1,1,.2000000,.0400000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,0,0,0,.0400000,.0016000,0,0,1,0,0   
8,2,1,1,0,.1200000,.0144000,0,0,1,0,0   
8,3,0,1,0,.0800000,.0064000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,0,0,0,.0800000,.0064000,0,0,1,0,0   
8,2,1,0,1,.1200000,.0144000,0,0,1,0,0   
8,3,0,1,0,.0800000,.0064000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,0,1,1,.2000000,.0400000,0,0,1,0,0   
8,2,0,0,0,.0800000,.0064000,0,0,1,0,0   
8,3,1,0,1,.0800000,.0064000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
8,1,1,0,1,.0800000,.0064000,0,0,1,0,0   
8,2,0,1,0,.1200000,.0144000,0,0,1,0,0   
8,3,0,0,0,.0400000,.0016000,0,0,1,0,0   
8,4,0,0,0,0,0,1,0,1,0,0                 
9,1,0,0,0,.1200000,.0144000,0,1,0,1,0   
9,2,0,1,0,.1200000,.0144000,0,1,0,1,0   
9,3,1,0,1,.0800000,.0064000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,1,1,1,.1200000,.0144000,0,1,0,1,0   
9,2,0,0,1,.1200000,.0144000,0,1,0,1,0   
9,3,0,1,0,.1200000,.0144000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,1,0,1,.0800000,.0064000,0,1,0,1,0   
9,2,0,1,1,.2000000,.0400000,0,1,0,1,0   
9,3,0,1,0,.0800000,.0064000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,0,0,0,.0800000,.0064000,0,1,0,1,0   
9,2,1,0,1,.1600000,.0256000,0,1,0,1,0   
9,3,0,1,1,.2000000,.0400000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,0,0,0,.0400000,.0016000,0,1,0,1,0   
9,2,0,1,0,.1200000,.0144000,0,1,0,1,0   
9,3,1,1,0,.0800000,.0064000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,0,0,0,.0800000,.0064000,0,1,0,1,0   
9,2,1,0,1,.1200000,.0144000,0,1,0,1,0   
9,3,0,1,0,.0800000,.0064000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,0,1,1,.2000000,.0400000,0,1,0,1,0   
9,2,0,0,0,.0800000,.0064000,0,1,0,1,0   
9,3,1,0,1,.0800000,.0064000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
9,1,1,0,1,.0800000,.0064000,0,1,0,1,0   
9,2,0,1,0,.1200000,.0144000,0,1,0,1,0   
9,3,0,0,0,.0400000,.0016000,0,1,0,1,0   
9,4,0,0,0,0,0,1,1,0,1,0                 
10,1,0,0,0,.1200000,.0144000,0,0,0,1,0  
10,2,0,1,0,.1200000,.0144000,0,0,0,1,0  
10,3,1,0,1,.0800000,.0064000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,1,1,1,.1200000,.0144000,0,0,0,1,0  
10,2,0,0,1,.1200000,.0144000,0,0,0,1,0  
10,3,0,1,0,.1200000,.0144000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,1,0,1,.0800000,.0064000,0,0,0,1,0  
10,2,0,1,1,.2000000,.0400000,0,0,0,1,0  
10,3,0,1,0,.0800000,.0064000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,0,0,0,.0800000,.0064000,0,0,0,1,0  
10,2,0,0,1,.1600000,.0256000,0,0,0,1,0  
10,3,1,1,1,.2000000,.0400000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,0,0,0,.0400000,.0016000,0,0,0,1,0  
10,2,0,1,0,.1200000,.0144000,0,0,0,1,0  
10,3,0,1,0,.0800000,.0064000,0,0,0,1,0  
10,4,1,0,0,0,0,1,0,0,1,0                
10,1,0,0,0,.0800000,.0064000,0,0,0,1,0  
10,2,1,0,1,.1200000,.0144000,0,0,0,1,0  
10,3,0,1,0,.0800000,.0064000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,1,1,1,.2000000,.0400000,0,0,0,1,0  
10,2,0,0,0,.0800000,.0064000,0,0,0,1,0  
10,3,0,0,1,.0800000,.0064000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
10,1,1,0,1,.0800000,.0064000,0,0,0,1,0  
10,2,0,1,0,.1200000,.0144000,0,0,0,1,0  
10,3,0,0,0,.0400000,.0016000,0,0,0,1,0  
10,4,0,0,0,0,0,1,0,0,1,0                
11,1,0,0,0,.1200000,.0144000,0,0,0,0,1  
11,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
11,3,1,0,1,.0800000,.0064000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,1,1,.1200000,.0144000,0,0,0,0,1  
11,2,1,0,1,.1200000,.0144000,0,0,0,0,1  
11,3,0,1,0,.1200000,.0144000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,0,1,.0800000,.0064000,0,0,0,0,1  
11,2,0,1,1,.2000000,.0400000,0,0,0,0,1  
11,3,1,1,0,.0800000,.0064000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
11,2,1,0,1,.1600000,.0256000,0,0,0,0,1  
11,3,0,1,1,.2000000,.0400000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,0,0,.0400000,.0016000,0,0,0,0,1  
11,2,1,1,0,.1200000,.0144000,0,0,0,0,1  
11,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
11,2,1,0,1,.1200000,.0144000,0,0,0,0,1  
11,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,0,1,1,.2000000,.0400000,0,0,0,0,1  
11,2,0,0,0,.0800000,.0064000,0,0,0,0,1  
11,3,1,0,1,.0800000,.0064000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
11,1,1,0,1,.0800000,.0064000,0,0,0,0,1  
11,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
11,3,0,0,0,.0400000,.0016000,0,0,0,0,1  
11,4,0,0,0,0,0,1,0,0,0,1                
12,1,0,0,0,.1200000,.0144000,0,0,0,0,1  
12,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
12,3,1,0,1,.0800000,.0064000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,1,1,1,.1200000,.0144000,0,0,0,0,1  
12,2,0,0,1,.1200000,.0144000,0,0,0,0,1  
12,3,0,1,0,.1200000,.0144000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,0,0,1,.0800000,.0064000,0,0,0,0,1  
12,2,0,1,1,.2000000,.0400000,0,0,0,0,1  
12,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
12,4,1,0,0,0,0,1,0,0,0,1                
12,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
12,2,1,0,1,.1600000,.0256000,0,0,0,0,1  
12,3,0,1,1,.2000000,.0400000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,1,0,0,.0400000,.0016000,0,0,0,0,1  
12,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
12,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
12,2,1,0,1,.1200000,.0144000,0,0,0,0,1  
12,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,0,1,1,.2000000,.0400000,0,0,0,0,1  
12,2,0,0,0,.0800000,.0064000,0,0,0,0,1  
12,3,1,0,1,.0800000,.0064000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
12,1,0,0,1,.0800000,.0064000,0,0,0,0,1  
12,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
12,3,1,0,0,.0400000,.0016000,0,0,0,0,1  
12,4,0,0,0,0,0,1,0,0,0,1                
13,1,0,0,0,.1200000,.0144000,0,0,0,0,1  
13,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
13,3,1,0,1,.0800000,.0064000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,1,1,1,.1200000,.0144000,0,0,0,0,1  
13,2,0,0,1,.1200000,.0144000,0,0,0,0,1  
13,3,0,1,0,.1200000,.0144000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,1,0,1,.0800000,.0064000,0,0,0,0,1  
13,2,0,1,1,.2000000,.0400000,0,0,0,0,1  
13,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
13,2,0,0,1,.1600000,.0256000,0,0,0,0,1  
13,3,0,1,1,.2000000,.0400000,0,0,0,0,1  
13,4,1,0,0,0,0,1,0,0,0,1                
13,1,1,0,0,.0400000,.0016000,0,0,0,0,1  
13,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
13,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,0,0,0,.0800000,.0064000,0,0,0,0,1  
13,2,1,0,1,.1200000,.0144000,0,0,0,0,1  
13,3,0,1,0,.0800000,.0064000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,0,1,1,.2000000,.0400000,0,0,0,0,1  
13,2,1,0,0,.0800000,.0064000,0,0,0,0,1  
13,3,0,0,1,.0800000,.0064000,0,0,0,0,1  
13,4,0,0,0,0,0,1,0,0,0,1                
13,1,0,0,1,.0800000,.0064000,0,0,0,0,1  
13,2,0,1,0,.1200000,.0144000,0,0,0,0,1  
13,3,0,0,0,.0400000,.0016000,0,0,0,0,1  
13,4,1,0,0,0,0,1,0,0,0,1                
14,1,0,0,0,.1200000,.0144000,0,1,0,0,1  
14,2,0,1,0,.1200000,.0144000,0,1,0,0,1  
14,3,1,0,1,.0800000,.0064000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
14,1,0,1,1,.1200000,.0144000,0,1,0,0,1  
14,2,1,0,1,.1200000,.0144000,0,1,0,0,1  
14,3,0,1,0,.1200000,.0144000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
14,1,1,0,1,.0800000,.0064000,0,1,0,0,1  
14,2,0,1,1,.2000000,.0400000,0,1,0,0,1  
14,3,0,1,0,.0800000,.0064000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
14,1,0,0,0,.0800000,.0064000,0,1,0,0,1  
14,2,0,0,1,.1600000,.0256000,0,1,0,0,1  
14,3,1,1,1,.2000000,.0400000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
14,1,0,0,0,.0400000,.0016000,0,1,0,0,1  
14,2,0,1,0,.1200000,.0144000,0,1,0,0,1  
14,3,0,1,0,.0800000,.0064000,0,1,0,0,1  
14,4,1,0,0,0,0,1,1,0,0,1                
14,1,0,0,0,.0800000,.0064000,0,1,0,0,1  
14,2,0,0,1,.1200000,.0144000,0,1,0,0,1  
14,3,1,1,0,.0800000,.0064000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
14,1,0,1,1,.2000000,.0400000,0,1,0,0,1  
14,2,0,0,0,.0800000,.0064000,0,1,0,0,1  
14,3,0,0,1,.0800000,.0064000,0,1,0,0,1  
14,4,1,0,0,0,0,1,1,0,0,1                
14,1,1,0,1,.0800000,.0064000,0,1,0,0,1  
14,2,0,1,0,.1200000,.0144000,0,1,0,0,1  
14,3,0,0,0,.0400000,.0016000,0,1,0,0,1  
14,4,0,0,0,0,0,1,1,0,0,1                
15,1,0,0,0,.1200000,.0144000,0,1,0,0,1  
15,2,0,1,0,.1200000,.0144000,0,1,0,0,1  
15,3,1,0,1,.0800000,.0064000,0,1,0,0,1  
15,4,0,0,0,0,0,1,1,0,0,1                
15,1,0,1,1,.1200000,.0144000,0,1,0,0,1  
15,2,1,0,1,.1200000,.0144000,0,1,0,0,1  
15,3,0,1,0,.1200000,.0144000,0,1,0,0,1  
15,4,0,0,0,0,0,1,1,0,0,1                
15,1,1,0,1,.0800000,.0064000,0,1,0,0,1  
15,2,0,1,1,.2000000,.0400000,0,1,0,0,1  
15,3,0,1,0,.0800000,.0064000,0,1,0,0,1  
15,4,0,0,0,0,0,1,1,0,0,1                
15,1,0,0,0,.0800000,.0064000,0,1,0,0,1  
15,2,1,0,1,.1600000,.0256000,0,1,0,0,1  
15,3,0,1,1,.2000000,.0400000,0,1,0,0,1  
15,4,0,0,0,0,0,1,1,0,0,1                
15,1,1,0,0,.0400000,.0016000,0,1,0,0,1  
15,2,0,1,0,.1200000,.0144000,0,1,0,0,1  
15,3,0,1,0,.0800000,.0064000,0,1,0,0,1  
15,4,0,0,0,0,0,1,1,0,0,1                
